image	original_caption	shuffle_noun_and_adjectives	shuffle_trigrams	shuffle_words_within_trigrams
test/47770444.jpg	construction workers standing behind arrow road signs 	arrow signs standing behind road construction workers	signs behind arrow road construction workers standing	workers standing construction arrow behind road signs
test/47770444.jpg	two people on motorbikes are riding past construction 	two people on construction are riding past motorbikes	two people on past construction motorbikes are riding	people two on motorbikes riding are past construction
test/47770444.jpg	people are driving scooters down the street at night 	night are driving scooters down the people at street	people are driving scooters down the street at night	driving are people scooters down the night street at
test/47770444.jpg	road construction arrows are pointing left 	road arrows construction are pointing left	are pointing left road construction arrows	road arrows construction pointing left are
test/4780620826.jpg	a group of people , including a man on a bicycle , on the waterfront 	a group of man , including a waterfront on a people , on the bicycle	on the waterfront a bicycle , a man on a group of people , including	a group of including , people man a on , a bicycle the on waterfront
test/4780620826.jpg	a boy in a lavender shirt sits on his bike on a large gray dock 	a bike in a boy dock sits on his lavender on a large gray shirt	large gray dock sits on his a lavender shirt bike on a a boy in	boy in a a lavender shirt on sits his a bike on dock large gray
test/4780620826.jpg	there is a boardwalk by a body of water ; a man bicycles by 	there is a man by a body of water ; a boardwalk bicycles by	boardwalk by a ; a man there is a bicycles by body of water	a there is boardwalk a by body water of ; man a by bicycles
test/4780620826.jpg	a large gray sea deck and a guy on the bike 	a gray large guy sea and a deck on the bike	sea deck and a guy on a large gray the bike	a large gray and sea deck on guy a bike the
test/4780620826.jpg	a man rides his bike on the boardwalk 	a bike rides his boardwalk on the man	the boardwalk his bike on a man rides	a man rides bike on his boardwalk the
test/4786476156.jpg	a man with an orange shirt and sunglasses along with a young boy and train conductor ride a children 's train through a park 	a sunglasses with an orange park and man along with a young conductor and shirt children ride a train 's boy through a train	and sunglasses along a man with an orange shirt conductor ride a children 's train with a young boy and train through a park	with man a shirt an orange and along sunglasses young with a and boy train a ride conductor children train 's park through a
test/4786476156.jpg	"a man in an orange shirt and a blond boy are riding with other people on a "" pullman "" vehicle "	"a boy in an other vehicle and a orange pullman are riding with blond man on a "" shirt "" people"	"pullman "" vehicle with other people a man in and a blond an orange shirt on a "" boy are riding"	"in man a shirt orange an a and blond riding boy are people other with "" on a vehicle "" pullman"
test/4786476156.jpg	people sitting and waving in a mini pullman train 	people sitting and waving in a mini train pullman	waving in a mini pullman train people sitting and	sitting people and a in waving pullman train mini
test/4786476156.jpg	man and his son wave as they ride a small train 	train and his son man as they ride a small wave	man and his small train son wave as they ride a	man his and son as wave they ride a train small
test/4786476156.jpg	people on a miniature train 	train on a miniature people	miniature train people on a	on people a miniature train
test/4787038693.jpg	a dark-haired man sits atop a structure near a dark-haired woman wearing sunglasses 	a dark - haired sunglasses sits atop a structure near a haired - dark man wearing woman	haired man sits wearing sunglasses a dark- near a dark atop a structure -haired woman	a dark- haired man sits a structure atop a near dark -haired woman sunglasses wearing
test/4787038693.jpg	a guy and girl are sitting in a sculpture playing with a throwing ring 	a sculpture and guy are sitting in a ring playing with a throwing girl	playing with a in a sculpture throwing ring a guy and girl are sitting	a guy and girl sitting are sculpture a in a playing with throwing ring
test/4787038693.jpg	a man sitting on a statue outdoors , near a woman standing next to him 	a man sitting on a statue outdoors , near a woman standing next to him	a man sitting next to him on a statue outdoors , near a woman standing	a sitting man a on statue , outdoors near woman a standing him next to
test/4787038693.jpg	a young man and women near a large metal sculpture	a large metal and sculpture near a young women man	a young man a large metal and women near sculpture	a young man women near and metal a large sculpture
test/4787038693.jpg	a guy and a girl are dressed for summer 	a guy and a girl are dressed for summer	dressed for summer a girl are a guy and	guy a and girl are a for summer dressed
test/4788967636.jpg	several people standing around a boat which has sails shaped like a fish 	several people standing around a fish which has boat shaped like a sails	several people standing fish shaped like a around a boat which has sails	standing people several around boat a which has sails shaped like a fish
test/4788967636.jpg	four men are preparing to launch a boat with colorful flags 	four men are preparing to launch a boat with colorful flags	colorful flags a boat with four men are preparing to launch	are four men launch preparing to boat with a colorful flags
test/4788967636.jpg	a boat with red , white and blue sails docking at a pier 	a boat with red , white and blue sails docking at a pier	a boat with and blue sails red , white pier docking at a	a with boat , red white sails and blue a at docking pier
test/4788967636.jpg	a group of people get set to go fishing 	a group of people get set to go fishing	people get set a group of to go fishing	a of group set get people to fishing go
test/4788967636.jpg	a blue boat sitting on a dock 	a blue boat sitting on a dock	a blue boat sitting on a dock	blue boat a on sitting a dock
test/4789309483.jpg	a man in a black hat and blue shirt taking a picture on the side of an urban street 	a picture in a blue hat and urban shirt taking a man on the side of an black street	on the side a black hat of an urban and blue shirt a man in street taking a picture	in man a black hat a and shirt blue a picture taking on side the urban an of street
test/4789309483.jpg	a man on a city street takes a picture while a taxi and bus drive by 	a bus on a picture man takes a taxi while a drive and city street by	and bus drive by a city street takes a picture while a taxi a man on	on a man city a street picture a takes a taxi while bus drive and by
test/4789309483.jpg	a man wearing a black hat taking a photo in a busy street 	a photo wearing a busy man taking a hat in a black street	street in a busy taking a photo a black hat a man wearing	man wearing a hat black a taking photo a busy in a street
test/4789309483.jpg	a man with a hat is taking a photo in a busy city 	a man with a photo is taking a hat in a busy city	a man with city taking a photo a hat is in a busy	a with man hat is a taking photo a busy a in city
test/4789309483.jpg	a tourist photographing tall buildings 	a tourist photographing tall buildings	tall buildings a tourist photographing	a photographing tourist tall buildings
test/4789959232.jpg	male in the street wearing a blue plaid shirt waiting for the light to turn 	male in the light wearing a blue street plaid waiting for the shirt to turn	street wearing a waiting for the blue plaid shirt light to turn male in the	in male the wearing street a shirt blue plaid for the waiting turn to light
test/4789959232.jpg	a middle-aged man standing in the middle of a crowd looking the other way 	a other - aged crowd standing in the middle of a way looking the middle man	in the middle looking the other way of a crowd a middle- aged man standing	middle- a standing man aged the middle in of crowd a other looking the way
test/4789959232.jpg	a man is standing on a busy street looking with his head tilted up 	a man is standing on a busy street looking with his head tilted up	busy street looking a man is tilted up with his head standing on a	man a is a on standing busy looking street head with his tilted up
test/4789959232.jpg	man with plaid shirt staring off into the distance 	distance with plaid man staring off into the shirt	shirt staring off into the distance man with plaid	man with plaid off shirt staring into the distance
test/4789959232.jpg	a man in a blue plaid shirt looking up 	a man in a blue shirt plaid looking up	a man in a blue plaid shirt looking up	in a man blue a plaid shirt looking up
test/4795824646.jpg	two women wearing hijab garments walk on a sidewalk , one of the women is carrying a child on her shoulders 	two women wearing hijab shoulders walk on a child , one of the women is carrying a sidewalk on her garments	carrying a child the women is hijab garments walk , one of on a sidewalk two women wearing on her shoulders	two women wearing hijab garments walk a on sidewalk one , of the women is a child carrying her on shoulders
test/4795824646.jpg	a little girl is riding on a man 's shoulders as they walk behind a scarf-clad woman with a big purse 	a little scarf is riding on a shoulders 's girl as they walk behind a purse - clad man with a big woman	woman with a shoulders as they walk behind a big purse a man 's scarf-clad a little girl is riding on	girl little a riding on is 's man a as shoulders they behind walk a scarf-clad woman with a big purse
test/4795824646.jpg	two women , one with a child on her shoulders , are walking against a wall along the side of a road 	two child , one with a women on her shoulders , are walking against a side along the road of a wall	one with a road shoulders , are walking against a two women , child on her wall along the side of a	women two , one a with child on her are , shoulders walking a against along the wall a side of road
test/4795824646.jpg	a woman in black has a little girl in a yellow dress on her shoulders 	a woman in girl has a yellow shoulders in a little dress on her black	black has a on her shoulders a woman in little girl in a yellow dress	in a woman has black a girl little in a yellow dress on shoulders her
test/4795824646.jpg	two women are walking on a footpath 	two women are walking on a footpath	walking on a footpath two women are	two women are on walking a footpath
test/4796827555.jpg	several people with instruments waiting at a train station 	several people with instruments waiting at a train station	instruments waiting at several people with a train station	with people several waiting at instruments a train station
test/4796827555.jpg	a group of people on the street setting up instruments 	a street of group on the people setting up instruments	instruments people on the a group of street setting up	group of a on people the up street setting instruments
test/4796827555.jpg	a train stop with a band including a tuba and drum 	a tuba band with a train including a stop and drum	including a tuba a train stop and drum with a band	a train stop with a band a tuba including drum and
test/4796827555.jpg	people playing instruments at a train station 	train playing instruments at a station people	station at a train people playing instruments	playing people instruments a at train station
test/4796827555.jpg	a band prepares as they stand on a platform 	a band prepares as they stand on a platform	a band prepares on a platform as they stand	band a prepares as stand they a on platform
test/479807465.jpg	young dirt bikers try to get a dirt bike up a sandy hill 	sandy dirt dirt try to get a bikers bike up a young hill	try to get a dirt bike up a sandy young dirt bikers hill	young bikers dirt to try get a dirt bike up a sandy hill
test/479807465.jpg	a young man pushes his motocross bike up a dirt hill 	a young motocross pushes his man bike up a dirt hill	bike up a a young man pushes his motocross dirt hill	a man young motocross his pushes a up bike hill dirt
test/479807465.jpg	a fallen dirt biker is aided by another 	a fallen dirt biker is aided by another	by another biker is aided a fallen dirt	fallen a dirt is aided biker by another
test/479807465.jpg	the dirt bike rider is deep in the sand 	the bike dirt rider is deep in the sand	the dirt bike in the sand rider is deep	bike dirt the deep rider is the sand in
test/479807465.jpg	two boys lifting a dirt bike 	two dirt lifting a boys bike	a dirt bike two boys lifting	two boys lifting bike dirt a
test/4798837062.jpg	two women wearing jeans and a man wearing shorts walking up a gravel mountain road carrying backpacks 	two women wearing mountain and a gravel wearing backpacks walking up a shorts road man carrying jeans	walking up a gravel mountain road carrying backpacks two women wearing man wearing shorts jeans and a	women two wearing jeans and a man shorts wearing walking a up mountain gravel road backpacks carrying
test/4798837062.jpg	three people are walking up a mountain trail , while one woman is looking at her camera 	three trail are walking up a mountain woman , while one camera is looking at her people	while one woman is looking at three people are walking up a her camera mountain trail ,	are three people a walking up mountain trail , woman while one at is looking her camera
test/4798837062.jpg	three people are hiking down a long gravel trail with scenic green hills behind them 	three people are hiking down a scenic gravel trail with long green hills behind them	long gravel trail with scenic green hills behind them hiking down a three people are	are three people hiking down a trail long gravel green scenic with behind hills them
test/4798837062.jpg	three people , with backpacks hiking along a dirt road through the mountains 	three road , with people hiking along a dirt mountains through the backpacks	along a dirt road through the mountains with backpacks hiking three people ,	, three people backpacks hiking with dirt along a through the road mountains
test/4798837062.jpg	three hikers a traversing a trail as a young lady inspects her camera 	three lady a traversing a hikers as a young camera inspects her trail	lady inspects her camera traversing a trail three hikers a as a young	a hikers three traversing trail a as young a lady her inspects camera
test/4798986110.jpg	a crowd of business travelers lined up at a busy terminal , with many asian members , one listening to earbuds , and one checking his mobile phone 	a members of business earbuds lined up at a asian phone , with busy many travelers , one listening to terminal , and one checking his mobile crowd	with many asian a crowd of business travelers lined busy terminal , phone up at a listening to earbuds members , one , and one checking his mobile	of crowd a lined travelers business up at a busy terminal , many with asian one , members listening to earbuds one , and mobile checking his phone
test/4798986110.jpg	several asian men wearing black clothing in some kind of station 	several asian station wearing black men in some kind of clothing	of station in some kind several asian men wearing black clothing	men several asian black wearing clothing in kind some station of
test/4798986110.jpg	asian men waiting in line many with earphones in their ears 	asian line waiting in men many with earphones in their ears	in line many with earphones in their ears asian men waiting	waiting asian men in line many in earphones with their ears
test/4798986110.jpg	many men in suits waiting , one man is on his cellphone 	many suits in cellphone waiting , one men is on his man	on his cellphone suits waiting , one man is many men in	many men in waiting suits , man one is his cellphone on
test/4798986110.jpg	many asian people waiting at a train stop 	asian many people waiting at a stop train	many asian people waiting at a train stop	asian people many at a waiting stop train
test/4800006797.jpg	graffiti with saying crazi with bright green and pink with women in a red skirt walking by 	graffiti with saying crazi with pink green and bright with women in a red skirt walking by	crazi with bright green and pink with women in a red skirt walking by graffiti with saying	saying graffiti with with crazi bright green and pink with women in a red skirt by walking
test/4800006797.jpg	a woman in a red skirt is walking on the street with graffiti in the background 	a background in a red skirt is walking on the woman with graffiti in the street	a red skirt is walking on a woman in background graffiti in the the street with	a in woman red skirt a on walking is with street the in the graffiti background
test/4800006797.jpg	a woman walking past a wall of green and pink graffiti 	a wall walking past a woman of green and pink graffiti	of green and pink graffiti past a wall a woman walking	walking woman a past wall a and green of graffiti pink
test/4800006797.jpg	a girl walking past some graffiti on a brick wall 	a graffiti walking past some brick on a wall girl	past some graffiti a girl walking wall on a brick	walking a girl some graffiti past brick on a wall
test/4800006797.jpg	a brick wall has colorful graffiti on it 	a brick wall has colorful graffiti on it	a brick wall on it has colorful graffiti	brick wall a graffiti colorful has on it
test/480048562.jpg	a gymnast in a blue and pink leotard is standing on her right foot with her left foot in the air and waving a ribbon 	a gymnast in a right and pink leotard is standing on her left foot with her blue ribbon in the air and waving a foot	in the air a blue and right foot with her left foot a gymnast in pink leotard is standing on her and waving a ribbon	in gymnast a blue a and leotard is pink on standing her with right foot left her foot the in air a and waving ribbon
test/480048562.jpg	a young woman wearing pink and blue is performing gymnastic feats while twirling a ribbon 	a young feats wearing pink and blue is performing gymnastic ribbon while twirling a woman	twirling a ribbon wearing pink and a young woman gymnastic feats while blue is performing	young a woman wearing and pink performing blue is while feats gymnastic a twirling ribbon
test/480048562.jpg	a rhythmic gymnast in a blue and pink outfit performs a ribbon routine 	a blue ribbon in a pink and rhythmic gymnast performs a outfit routine	performs a ribbon a rhythmic gymnast and pink outfit routine in a blue	a rhythmic gymnast blue a in outfit pink and a ribbon performs routine
test/480048562.jpg	a woman on a large floor twirling ribbons and she is wearing a uniform 	a woman on a large ribbons twirling uniform and she is wearing a floor	a woman on a large floor a uniform twirling ribbons and she is wearing	on woman a a large floor ribbons twirling and she wearing is uniform a
test/480048562.jpg	rhythmic gymnasts are new to the competitive olympics 	rhythmic olympics are new to the competitive gymnasts	new to the rhythmic gymnasts are competitive olympics	gymnasts rhythmic are the new to competitive olympics
test/4805078127.jpg	children play in the dark water fountain near the white triumphal arch while adults sit on the steps 	steps play in the white triumphal water near the dark fountain adults while arch sit on the children	while adults sit fountain near the on the steps children play in white triumphal arch the dark water	in children play dark water the the fountain near triumphal arch white adults while sit steps on the
test/4805078127.jpg	people cooling off in a fountain , a woman in a white dress sits on the edge looking on 	woman cooling off in a dress , a edge in a white fountain sits on the people looking on	people cooling off , a woman dress sits on the edge looking on in a white in a fountain	cooling people off in a fountain a woman , in a white dress on sits the looking edge on
test/4805078127.jpg	a group of children play in a public fountain while others sit where it is dryer 	a children of fountain play in a public dryer while others sit where it is group	a group of where it is a public fountain dryer while others sit children play in	a of group play in children public fountain a sit others while is where it dryer
test/4805078127.jpg	a man in blue shorts and sitting in the pool watches a boy get out of the water 	a water in blue pool and sitting in the man watches a shorts get out of the boy	sitting in the a man in boy get out pool watches a of the water blue shorts and	man a in shorts and blue in sitting the watches pool a boy out get of the water
test/4805078127.jpg	people are sitting around and playing in a fountain 	fountain are sitting around and playing in a people	around and playing people are sitting in a fountain	are sitting people around and playing in fountain a
test/4805425261.jpg	a man is sitting on a bench in front of a large white building 	a front is sitting on a man in building of a white large bench	white building sitting on a a man is bench in front of a large	man is a on a sitting in front bench large a of building white
test/4805425261.jpg	a man sitting on a chair with a house in the background 	a background sitting on a chair with a man in the house	on a chair in the background with a house a man sitting	sitting a man chair a on a with house in the background
test/4805425261.jpg	a person is sitting comfortably on a bench in a park 	a bench is sitting comfortably on a park in a person	sitting comfortably on a bench in a park a person is	a is person on comfortably sitting a in bench a park
test/4805425261.jpg	a man sitting on a bench under a large tree 	a bench sitting on a man under a large tree	a man sitting tree on a bench under a large	man sitting a bench a on large a under tree
test/4805425261.jpg	a man is sitting by the sidewalk 	a sidewalk is sitting by the man	sidewalk sitting by the a man is	is man a by sitting the sidewalk
test/4806000438.jpg	men wearing red and white stripe shirts and wearing blue hats carrying flags outside a brick building 	men wearing red and blue brick shirts and wearing white building carrying stripe outside a hats flags	shirts and wearing and white stripe flags outside a brick building blue hats carrying men wearing red	wearing men red and stripe white wearing and shirts hats blue carrying outside a flags brick building
test/4806000438.jpg	three men in red and white striped shirts , white pants , and black hats hold flags 	three shirts in striped and white black men , white flags , and red pants hold hats	striped shirts , red and white white pants , three men in hold flags and black hats	in men three white and red shirts , striped pants , white hats black and hold flags
test/4806000438.jpg	three men in red striped shirts carry flags outside of a brick building 	three shirts in red striped building carry men outside of a flags brick	carry flags outside building red striped shirts of a brick three men in	men in three striped red shirts outside flags carry of a brick building
test/4806000438.jpg	three men in striped shirts carry flags 	three men in striped shirts carry flags	flags striped shirts carry three men in	three in men striped shirts carry flags
test/4806000438.jpg	old men in striped shirts holding flags	striped men in old shirts holding flags	striped shirts holding flags old men in	old men in striped holding shirts flags
test/4808256003.jpg	two women looking at an asian decoration that looks like a collage 	two decoration looking at an asian women that looks like a collage	two women looking like a collage decoration that looks at an asian	looking women two asian an at that looks decoration a collage like
test/4808256003.jpg	several people are standing and staring up at a work of art 	several art are standing and staring up at a work of people	up at a work of art standing and staring several people are	are several people staring standing and at up a work of art
test/4808256003.jpg	an asian couple look up at an elaborate memorial 	an asian couple look up at an elaborate memorial	look up at an asian couple an elaborate memorial	couple asian an up look at elaborate memorial an
test/4808256003.jpg	this photo shows asian art on display 	this photo shows asian art on display	this photo shows asian art on display	this photo shows art asian on display
test/4808256003.jpg	people are admiring a work of art 	work are admiring a art of people	art people are admiring a work of	people admiring are a work of art
test/4808278005.jpg	a bunch of people walking inside a shopping center 	a shopping of bunch walking inside a center people	a bunch of a shopping center people walking inside	a bunch of inside walking people a shopping center
test/4808278005.jpg	busy asian mall with paper lanterns and shoppers 	busy asian paper with lanterns shoppers and mall	with paper lanterns busy asian mall and shoppers	mall busy asian with lanterns paper shoppers and
test/4808278005.jpg	people are walking through a shopping center 	center are walking through a people shopping	center through a shopping people are walking	people are walking through shopping a center
test/4808278005.jpg	people walking through the mall 	people walking through the mall	the mall people walking through	through walking people mall the
test/4808278005.jpg	people walking around in a mall 	mall walking around in a people	in a mall people walking around	people around walking a mall in
test/4808471657.jpg	a woman in a white shirt and blue shorts follows a two people in red shirts up a staircase 	a woman in a blue shirts and white people follows a two shorts in red shirt up a staircase	shirts up a a woman in and blue shorts staircase a white shirt follows a two people in red	a in woman white shirt a shorts and blue follows two a people red in a shirts up staircase
test/4808471657.jpg	a group of three people climb a path of wooden stairs up a rocky hill 	a stairs of three group climb a hill of wooden path up a rocky people	wooden stairs up a rocky hill a path of three people climb a group of	group of a people three climb path a of stairs up wooden rocky hill a
test/4808471657.jpg	three people are outside walking up a set of wooden stairs 	three set are outside walking up a stairs of wooden people	three people are wooden stairs outside walking up a set of	are people three outside walking up a set of wooden stairs
test/4808471657.jpg	these people are climbing the steps to go the mountain	these mountain are climbing the people to go the steps	climbing the steps these people are mountain to go the	these are people the climbing steps to go the mountain
test/4808471657.jpg	people walking up a narrow set of wooden stairs 	people walking up a wooden stairs of narrow set	people walking up a narrow set of wooden stairs	people up walking set narrow a wooden stairs of
test/4812170955.jpg	a small child in a blue outfit is looking off at some trees in the distance 	a blue distance in a small trees is looking off at some outfit in the child	outfit is looking a small child in a blue trees in the off at some distance	small child a a blue in outfit looking is some off at trees the in distance
test/4812170955.jpg	a young boy wearing blue is standing next to a large red ball in a field 	a red boy wearing blue is standing next to a young large field in a ball	ball in a a large red a young boy wearing blue is field standing next to	young a boy wearing is blue standing next to a large red in a ball field
test/4812170955.jpg	small boy in blue with a bright red ball walking near four bare trees 	bare trees in red with a bright small boy walking near four blue ball	small boy in blue with a bare trees bright red ball walking near four	boy small in blue with a bright ball red near four walking bare trees
test/4812170955.jpg	the toddler in blue is looking away from his red ball 	the toddler in blue is looking away from his red ball	red ball the toddler in blue is looking away from his	the in toddler looking blue is his from away red ball
test/4812170955.jpg	a little boy playing with a red ball near the forrest 	a red ball playing with a little boy near the forrest	the forrest a little boy playing with a red ball near	little a boy a with playing ball red near the forrest
test/4812991208.jpg	a girl in a green sweatshirt checks out at a store filled with pokemon items 	a sweatshirt in a green store checks out at a pokemon filled with girl items	with pokemon items checks out at a green sweatshirt a store filled a girl in	a in girl a green sweatshirt at out checks a filled store items pokemon with
test/4812991208.jpg	a store with pokemon items and pokemon balls in front of the registers 	a balls with front store and pokemon pokemon in registers of the items	pokemon items and front of the a store with pokemon balls in registers	store with a and pokemon items balls pokemon in of front the registers
test/4812991208.jpg	a young man in a green shirt is making a purchase at a store 	a young man in a green purchase is making a store at a shirt	a purchase at shirt is making a young man a store in a green	a man young green in a is making shirt at a purchase store a
test/4812991208.jpg	people are looking at children 's toys in a store 	toys are looking at children 's store in a people	toys in a store people are looking at children 's	people looking are at 's children in a toys store
test/4812991208.jpg	people are busy shopping at a grocery store 	store are busy shopping at a people grocery	people are busy grocery store shopping at a	are busy people shopping at a grocery store
test/4813957025.jpg	an aging man in a green and orange palm tree shirt and straw hat holds a red drum and a drumstick 	an aging shirt in a green and red drum hat drumstick and tree man holds a orange palm and a straw	and a drumstick a red drum straw hat holds an aging man tree shirt and in a green and orange palm	an man aging a green in palm orange and shirt tree and holds hat straw a red drum drumstick a and
test/4813957025.jpg	a man with a hat is playing the drum in the street 	a hat with a man is playing the drum in the street	a man with in the street playing the drum a hat is	a man with a is hat the drum playing the street in
test/4813957025.jpg	an older man in a tropical shirt plays a drum 	an tropical shirt in a older drum plays a man	shirt plays a drum an older man in a tropical	an older man in tropical a plays a shirt drum
test/4813957025.jpg	a man in a straw hat playing the drum 	a drum in a straw hat playing the man	a man in playing the drum a straw hat	a in man straw a hat drum the playing
test/4813957025.jpg	an elderly man playing a drum 	an elderly drum playing a man	an elderly man playing a drum	elderly man an a playing drum
test/4814332291.jpg	a small group of asian youths gathered on the sidewalk looking into camera and playing around 	a asian group of small sidewalk gathered on the youths looking into camera and playing around	camera and playing around gathered on the sidewalk looking into a small group of asian youths	small group a of youths asian on the gathered into looking sidewalk and camera playing around
test/4814332291.jpg	an asian man makes faces for the camera 	an asian camera makes faces for the man	an asian man the camera makes faces for	an man asian makes faces for the camera
test/4814332291.jpg	a group of people all joking around	a people of group all joking around	around people all joking a group of	group a of joking all people around
test/4814332291.jpg	a group of young asian people 	a people of young asian group	young asian people a group of	a group of people young asian
test/4814332291.jpg	a boy stands with three girls 	a boy stands with three girls	a boy stands with three girls	a stands boy three girls with
test/4814335297.jpg	a middle-aged man with a backpack playfully pretends to box with younger child who does not look phased 	a middle - younger child with a man playfully pretends to box with aged backpack who does not look phased	pretends to box look phased aged man with a backpack playfully a middle- who does not with younger child	a middle- man with aged playfully backpack a to box pretends younger child with who not does look phased
test/4814335297.jpg	a smiling man wearing a backpack holds his fists up in front of a boy in glasses 	a smiling backpack wearing a fists holds his boy up in man of a glasses in front	of a boy a smiling man wearing a backpack holds his fists in glasses up in front	man a smiling wearing backpack a his fists holds front up in of boy a in glasses
test/4814335297.jpg	an adult asian male instructs a group of asian children 	an children asian group instructs a male of asian adult	an adult asian male instructs a children group of asian	adult asian an instructs male a of group asian children
test/4814335297.jpg	an asian man in a black shirt making a fighting pose	an asian fighting in a black shirt making a man pose	shirt making a an asian man in a black fighting pose	an man asian in a black a shirt making fighting pose
test/4814335297.jpg	a group of tourists is excited 	a tourists of group is excited	a group of tourists is excited	of group a is tourists excited
test/4814603619.jpg	four men in green , red , gray , and white shirts standing near a blue handrail smiling for a picture 	four handrail in white , gray , green , and red shirts standing near a blue men smiling for a picture	blue handrail smiling and white shirts four men in standing near a , gray , for a picture green , red	in men four , red green , gray , white shirts and a near standing blue handrail smiling picture for a
test/4814603619.jpg	four men are outside looking down over the green bridge they are on 	four bridge are outside looking down over the green men they are on	on bridge they are four men are outside looking down over the green	are four men outside down looking green over the bridge are they on
test/4814603619.jpg	four middle-aged men stand behind a fence in the midst of a forest 	four aged - middle forest stand behind a men in the fence of a midst	of a forest four middle- behind a fence aged men stand in the midst	middle- four men aged stand fence behind a the midst in a of forest
test/4814603619.jpg	a group of men are standing beside a blue railing for a picture 	a picture of men are standing beside a blue railing for a group	railing for a picture men are standing a group of beside a blue	of a group men are standing a blue beside for railing a picture
test/4814603619.jpg	four men leaning over a green fence and smiling 	four men leaning over a green fence and smiling	four men leaning fence and smiling over a green	men four leaning a over green and fence smiling
test/4814933116.jpg	a woman lounges on a towel in front of people enjoying the blue water 	a woman lounges on a water in front of people enjoying the blue towel	on a towel a woman lounges blue water in front of people enjoying the	lounges a woman towel on a in of front enjoying the people water blue
test/4814933116.jpg	a woman in a two piece swimsuit is on the beach looking at her foot 	a piece in a two foot beach is on the swimsuit looking at her woman	swimsuit is on at her foot a woman in the beach looking a two piece	woman in a piece two a swimsuit is on the looking beach foot her at
test/4814933116.jpg	a woman in a purple bikini sunbathes on a towel beside water 	a towel in a purple sunbathes woman on a water beside bikini	sunbathes on a a purple bikini towel beside water a woman in	in a woman bikini purple a on a sunbathes towel water beside
test/4814933116.jpg	a girl on a swimsuit stretching her leg next to the beach	a leg on a girl stretching her swimsuit next to the beach	her leg next a swimsuit stretching to the beach a girl on	girl on a a stretching swimsuit next leg her the to beach
test/4814933116.jpg	a young women sunbathes at the sea 	a young women sunbathes at the sea	sea sunbathes at the a young women	a young women sunbathes the at sea
test/481632457.jpg	a big tri-colored and a smaller puppy with light blue eyes are playing together 	a light colored smaller - and a big puppy with blue tri eyes are playing together	a smaller puppy eyes are playing -colored and a big tri together with light blue	tri big a and -colored smaller puppy a light blue with eyes are playing together
test/481632457.jpg	an adult australian shepherd follows behind a running australian shepherd puppy 	an adult australian shepherd follows behind a running australian shepherd puppy	a running australian shepherd follows behind an adult australian shepherd puppy	adult an australian shepherd behind follows a australian running puppy shepherd
test/481632457.jpg	a small black and white dog is followed by a larger dog in a grassy yard 	a larger small and white dog is followed by a black yard in a grassy dog	is followed by and white dog a larger dog yard a small black in a grassy	a small black and dog white is by followed larger dog a a in grassy yard
test/481632457.jpg	a puppy with blue eyes runs , an older dog with blue eyes stands behind 	a eyes with older eyes runs , an blue dog with blue puppy stands behind	dog with blue blue eyes runs , an older eyes stands behind a puppy with	puppy a with runs blue eyes older , an with dog blue stands eyes behind
test/481632457.jpg	the two dogs are outside 	the two dogs are outside	are outside the two dogs	dogs two the are outside
test/4817447781.jpg	there is six adults in front of a little kitchen some eating and others walking around 	there is six others in adults of a little eating some kitchen and front walking around	adults in front and others walking around kitchen some eating of a little there is six	there six is adults in front of a little kitchen eating some and walking others around
test/4817447781.jpg	fall shoppers and bistro food lovers caught in the ebb and flow of the city 	lovers city and shoppers food flow caught in the bistro and fall of the ebb	fall shoppers and ebb and flow caught in the bistro food lovers of the city	shoppers fall and food lovers bistro in the caught flow and ebb city the of
test/4817447781.jpg	the ladies who went shopping are walking past the restaurant 	the shopping who went restaurant are walking past the ladies	the ladies who walking past the went shopping are restaurant	ladies the who shopping went are walking past the restaurant
test/4817447781.jpg	a group of people outside of a building 	a building of group outside of a people	a building a group of people outside of	a group of of people outside building a
test/4817447781.jpg	pedestrians walk by outside a cafe 	pedestrians walk by outside a cafe	pedestrians walk by outside a cafe	walk pedestrians by outside cafe a
test/4818429638.jpg	a black man stands behind a garbage can with his hand raised in front of a sign urging people to repent of various sins as boy in a school blazer holds the hand of a man in shorts 	a black man stands behind a hand can with his man raised in sins of a garbage urging school to repent of various people as blazer in a boy shorts holds the hand of a front in sign	stands behind a as boy in in shorts his hand raised of a man holds the hand a school blazer a black man people to repent of various sins a sign urging in front of garbage can with	man black a behind stands a can with garbage raised his hand front of in a urging sign people to repent of various sins boy as in blazer school a the holds hand of a man shorts in
test/4818429638.jpg	a man is holding a strange sign while a little boy and his parent are walking by 	a parent is holding a strange boy while a little sign and his man are walking by	his parent are holding a strange walking by a man is sign while a little boy and	is a man holding strange a while a sign and little boy parent his are by walking
test/4818429638.jpg	the african american man protests against unlawful sex 	the unlawful american sex protests against african man	the african american unlawful sex man protests against	the african american protests man against unlawful sex
test/4818429638.jpg	man standing by a poster of religious beliefs 	poster standing by a beliefs of religious man	man standing by religious beliefs a poster of	man standing by a poster of religious beliefs
test/4818429638.jpg	a black man exercising his religious freedom 	a religious man exercising his black freedom	freedom a black man exercising his religious	man black a religious his exercising freedom
test/4821487527.jpg	a police officer on a motorcycle sitting at a traffic light to turn left 	a motorcycle light on a traffic sitting at a police officer to turn left	on a motorcycle a police officer traffic light to turn left sitting at a	a police officer a motorcycle on sitting at a traffic to light turn left
